Lat	Lon	Count
{lat: 36.788896111473	 lng: -76.106622720896	 count: 12249}
{lat: 36.837543578343	 lng: -75.987222232445	 count: 12266}
{lat: 36.739727398027	 lng: -76.018983433153	 count: 12310}
{lat: 36.831919349399	 lng: -76.088604464314	 count: 12463}
{lat: 36.789707191762	 lng: -76.164196160603	 count: 12524}
{lat: 36.744691677196	 lng: -75.994013996267	 count: 12653}
{lat: 36.817850280617	 lng: -76.120655112513	 count: 12781}
{lat: 36.776725071306	 lng: -76.089890612588	 count: 12875}
{lat: 36.830673383037	 lng: -75.997477730951	 count: 12884}
{lat: 36.917601579884	 lng: -76.05256551254	 count: 13434}
{lat: 36.901817801723	 lng: -76.136499022953	 count: 13668}
{lat: 36.746327500003	 lng: -76.066305315442	 count: 13752}
{lat: 36.84070684244	 lng: -76.1344599868	 count: 13828}
{lat: 36.803788845955	 lng: -76.122746806708	 count: 13988}
{lat: 36.775069660763	 lng: -76.154623496355	 count: 14110}
{lat: 36.81330305186	 lng: -76.057236185231	 count: 14263}
{lat: 36.843094137082	 lng: -75.985607385793	 count: 14294}
{lat: 36.842416493066	 lng: -76.009776457495	 count: 14422}
{lat: 36.838823619193	 lng: -76.114827253064	 count: 14485}
{lat: 36.871874220919	 lng: -76.173993054736	 count: 14799}
{lat: 36.849199988811	 lng: -75.979764551147	 count: 15214}
{lat: 36.835859555128	 lng: -76.059438445276	 count: 16424}
{lat: 36.869074042372	 lng: -76.031497276505	 count: 17085}
{lat: 36.895541187625	 lng: -75.989867794875	 count: 17303}
{lat: 36.777909849018	 lng: -76.131429684108	 count: 17384}
{lat: 36.914064600979	 lng: -76.062882328609	 count: 17642}
{lat: 36.760328484918	 lng: -76.004699407989	 count: 17793}
{lat: 36.85969217898	 lng: -76.148358839138	 count: 17990}
{lat: 36.79456034149	 lng: -76.099002285289	 count: 18073}
{lat: 36.872412017472	 lng: -76.145372905289	 count: 18239}
{lat: 36.789145515897	 lng: -76.142345150102	 count: 18448}
{lat: 36.791745474382	 lng: -76.122944257317	 count: 20039}
{lat: 36.89636971672	 lng: -76.138924058046	 count: 20418}
{lat: 36.787621450914	 lng: -75.990768279644	 count: 20798}
{lat: 36.842763497926	 lng: -76.015403613115	 count: 20860}
{lat: 36.849287518126	 lng: -75.976917611132	 count: 20895}
{lat: 36.840336697351	 lng: -75.974186027021	 count: 21527}
{lat: 36.779530626246	 lng: -76.043313035855	 count: 22060}
{lat: 36.86996215114	 lng: -76.161778946854	 count: 22642}
{lat: 36.812086634341	 lng: -76.097936268408	 count: 22664}
{lat: 36.869459901731	 lng: -75.981993379387	 count: 22821}
{lat: 36.864487542768	 lng: -75.980686801702	 count: 23022}
{lat: 36.826291599977	 lng: -76.145424179559	 count: 23685}
{lat: 36.791094082601	 lng: -76.082397284851	 count: 24549}
{lat: 36.781839297914	 lng: -76.0479065771	 count: 25137}
{lat: 36.904157341983	 lng: -76.068994981944	 count: 25158}
{lat: 36.838408344257	 lng: -76.064595838978	 count: 25704}
{lat: 36.902930861527	 lng: -76.145647341091	 count: 26071}
{lat: 36.843718959952	 lng: -75.995841203485	 count: 26206}
{lat: 36.834420134442	 lng: -76.178329302955	 count: 27079}
{lat: 36.841818203653	 lng: -76.048443426925	 count: 27184}
{lat: 36.896226785116	 lng: -76.181318205643	 count: 27748}
{lat: 36.811388619541	 lng: -76.138729702912	 count: 27864}
{lat: 36.894331624326	 lng: -76.159193985249	 count: 28169}
{lat: 36.841132047236	 lng: -76.185512303837	 count: 29364}
{lat: 36.851482158962	 lng: -76.015915326004	 count: 29472}
{lat: 36.907012806017	 lng: -76.165622976869	 count: 29518}
{lat: 36.793134761942	 lng: -76.080032109008	 count: 29662}
{lat: 36.807591281947	 lng: -76.167742383301	 count: 29884}
{lat: 36.851965713958	 lng: -76.004600736396	 count: 29905}
{lat: 36.806331582327	 lng: -76.116993885114	 count: 30504}
{lat: 36.826514604847	 lng: -76.052824275601	 count: 30924}
{lat: 36.816809682301	 lng: -76.165183500074	 count: 30977}
{lat: 36.775777870215	 lng: -76.199031098078	 count: 31077}
{lat: 36.858009967065	 lng: -75.987760538682	 count: 31115}
{lat: 36.805270111582	 lng: -75.991748353262	 count: 31296}
{lat: 36.786140834525	 lng: -76.079261380342	 count: 31935}
{lat: 36.870032387341	 lng: -76.041235876704	 count: 32236}
{lat: 36.800623969361	 lng: -76.063466377443	 count: 33379}
{lat: 36.821634057736	 lng: -76.097199492188	 count: 33464}
{lat: 36.794973560205	 lng: -76.104037215311	 count: 33577}
{lat: 36.81874501971	 lng: -76.218201459759	 count: 33753}
{lat: 36.775627678023	 lng: -76.005405338034	 count: 33914}
{lat: 36.906521753741	 lng: -76.181576518171	 count: 35244}
{lat: 36.846527167098	 lng: -76.020543098937	 count: 35500}
{lat: 36.843164958391	 lng: -76.025661268192	 count: 35531}
{lat: 36.818710591744	 lng: -76.148231041359	 count: 36221}
{lat: 36.815932379	 lng: -76.105783336296	 count: 36509}
{lat: 36.895417871389	 lng: -76.060275690877	 count: 37122}
{lat: 36.817115939442	 lng: -76.126597513313	 count: 38573}
{lat: 36.822065933033	 lng: -76.067466429472	 count: 38675}
{lat: 36.800273950385	 lng: -76.129871759962	 count: 38982}
{lat: 36.851329159695	 lng: -76.168982049731	 count: 39094}
{lat: 36.843547346543	 lng: -76.077232326403	 count: 39223}
{lat: 36.797181551712	 lng: -76.14225383454	 count: 40571}
{lat: 36.846090837847	 lng: -76.1335531441	 count: 40873}
{lat: 36.850057334197	 lng: -76.04888190582	 count: 41559}
{lat: 36.820373915225	 lng: -76.12324104511	 count: 41662}
{lat: 36.881439397181	 lng: -76.044794262415	 count: 41986}
{lat: 36.785982667614	 lng: -76.080155166543	 count: 41995}
{lat: 36.779551915859	 lng: -76.08484148341	 count: 42020}
{lat: 36.829666257044	 lng: -76.067175360751	 count: 42851}
{lat: 36.78232144751	 lng: -76.060325366377	 count: 44585}
{lat: 36.795324359861	 lng: -76.164276297387	 count: 44882}
{lat: 36.887445150528	 lng: -76.135954408506	 count: 49028}
{lat: 36.859451475719	 lng: -76.026379747069	 count: 39209}
{lat: 36.842703012534	 lng: -76.117491575084	 count: 52102}
{lat: 36.841987592815	 lng: -76.055257821171	 count: 53649}
{lat: 36.794571111014	 lng: -76.167628660056	 count: 55776}
{lat: 36.869624527638	 lng: -76.13307757841	 count: 55794}
{lat: 36.841064541109	 lng: -76.094375472831	 count: 55931}
{lat: 36.789913097412	 lng: -75.997604112924	 count: 61472}
{lat: 36.800518516459	 lng: -76.180156988492	 count: 65209}
{lat: 36.827238247273	 lng: -76.132282481386	 count: 72685}
